ID	File	Language	Dialect	Vernacular Title	Licence Type	Licence Version	CC Licence Link	Copyright Holder	Copyright Years	Translation by
saniso	E:\Work\eBible\projects\saniso\copr.htm	Sanskrit		Sanskrit Bible (NT) in ISO Script (satyavēdaḥ|)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanitr	E:\Work\eBible\projects\sanitr\copr.htm	Sanskrit		Sanskrit Bible (NT) in ITRANS Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sankhm	E:\Work\eBible\projects\sankhm\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Khmer Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanmal	E:\Work\eBible\projects\sanmal\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Malayalam Script (സത്യവേദഃ।)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanori	E:\Work\eBible\projects\sanori\copr.htm	Saṃskṛtam		0 Sanskrit Bible (NT) in Oriya Script (ସତ୍ୟୱେଦଃ।)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanpun	E:\Work\eBible\projects\sanpun\copr.htm	Saṃskṛtam		0 Sanskrit Bible (NT) in Punjabi Script (ਸਤ੍ਯਵੇਦਃ।)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sansin	E:\Work\eBible\projects\sansin\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Sinhala Script (සත්‍යවේදඃ।)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
santam	E:\Work\eBible\projects\santam\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Tamil Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
santel	E:\Work\eBible\projects\santel\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Telugu Script (సత్యవేదః।)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
santha	E:\Work\eBible\projects\santha\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Thai Script (สตฺยเวท:ฯ)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
santib	E:\Work\eBible\projects\santib\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Tibetan Script (སཏྱཝེདཿ།)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanurd	E:\Work\eBible\projects\sanurd\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Urdu Script (سَتْیَویدَح۔)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanvel	E:\Work\eBible\projects\sanvel\copr.htm	Saṃskṛtam		Sanskrit Bible (NT) in Velthuis Script (satyaveda.h|)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sbe	E:\Work\eBible\projects\sbe\copr.htm	Saliba			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007, 2013, 2017, 2021	Translation by: Wycliffe Bible Translators
sbk	E:\Work\eBible\projects\sbk\copr.htm	Kisafwa (Safwa)		Biblia Takatifu	by	4.0	http://creativecommons.org/licenses/by/4.0/	Door43 Worldwide Mission Community	copyright © 2020	Translation by: Door43 Worldwide Mission Community
sbs	E:\Work\eBible\projects\sbs\copr.htm	Chikuahane (Kuhane)		Kuhane Bible	by	4.0	http://creativecommons.org/licenses/by/4.0/	Door 43 International Mission Community	copyright © 2020	Translation by: Door 43 International Mission Community
seh	E:\Work\eBible\projects\seh\copr.htm	Sena		Sena do Novo Testamento	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1983	Translation by: Wycliffe Bible Translators
seyNT	E:\Work\eBible\projects\seyNT\copr.htm	Secoya		Maija'quë Huajë Ca Nëose'e	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
sgb	E:\Work\eBible\projects\sgb\copr.htm	Mag-antsi Ayta (Ayta, Mag-antsi)		Ya habi ni apo namalyari: Bayon tsipan - Ayta Mag-antsi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2006	Translation by: Wycliffe Bible Translators
sgz	E:\Work\eBible\projects\sgz\copr.htm	Sursurunga			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
shj	E:\Work\eBible\projects\shj\copr.htm	Shatt		Sorunu Kaläg na Ikä Caning	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2018	
shpNTpo	E:\Work\eBible\projects\shpNTpo\copr.htm	Shipibo-Conibo		Diossen joi jatíxonbi onanti joi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
sim	E:\Work\eBible\projects\sim\copr.htm	Mende			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
sjaNT	E:\Work\eBible\projects\sjaNT\copr.htm	Epena		Tachi ak'õre pedee	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005	Translation by: Wycliffe Bible Translators, Inc.
sll	E:\Work\eBible\projects\sll\copr.htm	Salt-Yui			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1978	Translation by: Wycliffe Bible Translators
smkNT	E:\Work\eBible\projects\smkNT\copr.htm	Bolinao		Si Biblia	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
snc	E:\Work\eBible\projects\snc\copr.htm	Sinaugoro			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
snnNT	E:\Work\eBible\projects\snnNT\copr.htm	Siona		Riusu cocabera: mai ëjaguë Jesucristo  ba'iyete toyani jo'case'e'ë	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
snp	E:\Work\eBible\projects\snp\copr.htm	Siane	Komongu		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1991	Translation by: Wycliffe Bible Translators
snp-lambau	E:\Work\eBible\projects\snp-lambau\copr.htm	Siane-Lambau (Siane)	Lambau		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1997	Translation by: Wycliffe Bible Translators
snx	E:\Work\eBible\projects\snx\copr.htm	Songumsam (Sam)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2020	
sny	E:\Work\eBible\projects\sny\copr.htm	Saniyo-Hiyewe			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2004	Translation by: Wycliffe Bible Translators
som	E:\Work\eBible\projects\som\copr.htm	Somali		Kitaabka Quduuska Ah	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Society for International Ministries -- Kenya	copyright © 1979, 2008	Translation by: SIM International
soq	E:\Work\eBible\projects\soq\copr.htm	Kanasi			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators	copyright © 1996	Translation by: Wycliffe Bible Translators
soy	E:\Work\eBible\projects\soy\copr.htm	Sola (Miyobe)		Nkomine Fal Ritɛlɛ́	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	UEEB/SIM au Benin	copyright © 2010	Translation by: SIM International
spabes	E:\Work\eBible\projects\spabes\copr.htm	Español (Spanish)	Latin America/Mexico	La Biblia en Español Sencillo	by	4.0	http://creativecommons.org/licenses/by/4.0/	AudioBiblia.org /Irma Flores	copyright © 2018, 2019	Translation by: AudioBiblia.org
spablm	E:\Work\eBible\projects\spablm\copr.htm	Español (Spanish)	España	Santa Biblia libre para el mundo	Public Domain			Public Domain		Translation by: David Williams & Michael Paul Johnson
spapddpt	E:\Work\eBible\projects\spapddpt\copr.htm	Español (Spanish)	South America	Palabra de Dios para ti	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Asociacion Biblica Latinoamericana	copyright © 2020	Translation by: Asociacion Biblica Latinoamericana
spaRV1909	E:\Work\eBible\projects\spaRV1909\copr.htm	Español (Spanish)	Castellano 1909	Santa Biblia — Reina Valera 1909	Public Domain			Public Domain		Translation by: Reina y Valera
sparvg	E:\Work\eBible\projects\sparvg\copr.htm	Español (Spanish)		Santa Biblia Reina Valera Gómez	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Dr. Humberto Gómez Caballero	copyright © 2004, 2010	Translation by: Dr. Humberto Gómez Caballero
spavbl	E:\Work\eBible\projects\spavbl\copr.htm	Español (Spanish)		Versión Biblia Libre	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Jonathan Gallagher y Shelly Barrios de Avila	copyright © 2018-2020	Translation by: Jonathan Gallagher y Shelly Barrios de Avila
spl	E:\Work\eBible\projects\spl\copr.htm	Selepet			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1986	Translation by: Wycliffe Bible Translators
spm	E:\Work\eBible\projects\spm\copr.htm	Akukem			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Bible Society of Papua New Guinea and Pioneer Bible Translators	copyright © 2006, 2010	Translation by: Pioneer Bible Translators
spp	E:\Work\eBible\projects\spp\copr.htm	Supyire Sénoufo (Sénoufo, Supyire)		KILE JWUMPE SEMƐŊI JWUMPE NINTANMPE	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators
sps	E:\Work\eBible\projects\sps\copr.htm	Saposa			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2001	Translation by: Wycliffe Bible Translators
spyNT	E:\Work\eBible\projects\spyNT\copr.htm	Sabaot		Biibilya Nyēē Tiliil	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
sri	E:\Work\eBible\projects\sri\copr.htm	Siriano		Marĩpʉya Kerere Wereri Turi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
srmNT	E:\Work\eBible\projects\srmNT\copr.htm	Saramaccan		Gadu Buku	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
srnNT	E:\Work\eBible\projects\srnNT\copr.htm	Sranan		Nyun Testamenti	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2002	Translation by: Wycliffe Bible Translators, Inc.
srp1865	E:\Work\eBible\projects\srp1865\copr.htm	srpski jezik (Serbian)		Sveta Biblija	Public Domain			Public Domain		Translation by: Vuk Karadžić,  Đura Daničić
srqNT	E:\Work\eBible\projects\srqNT\copr.htm	Sirionó		Mbia Cheẽ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1977	Translation by: Wycliffe Bible Translators, Inc.
ssd	E:\Work\eBible\projects\ssd\copr.htm	Siroi			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1975, 1999	Translation by: Wycliffe Bible Translators
ssg	E:\Work\eBible\projects\ssg\copr.htm	Seimat			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators
ssx	E:\Work\eBible\projects\ssx\copr.htm	Sembeleke			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Ken Macnaughtan
stpNT	E:\Work\eBible\projects\stpNT\copr.htm	Tepehuan, Southeastern		Gu ñio'ki'ñ gu Dios na bhaan tu a'ga guch xoi'kam	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007	Translation by: Wycliffe Bible Translators, Inc.
sua	E:\Work\eBible\projects\sua\copr.htm	Sulka			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1997	Translation by: Wycliffe Bible Translators
sue	E:\Work\eBible\projects\sue\copr.htm	Suena			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1978, 2011	Translation by: Wycliffe Bible Translators
sus	E:\Work\eBible\projects\sus\copr.htm	Susu		Soso Kitaabuie: Tawureta, Yabura, Inyila	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Mission Evangélique Reformée Néerlandaise et les Traducteurs Pionniers de la Bible	copyright © 2015	
susa	E:\Work\eBible\projects\susa\copr.htm	Susu		سٌسٌ كِتَابُييٍ؛ تَوُرٍتَ، يَبُرَ، عِنيِلَ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Mission Evangélique Reformée Néerlandaise et les Traducteurs Pionniers de la Bible	copyright © 2015	
suzBl	E:\Work\eBible\projects\suzBl\copr.htm	Sunwar		परमप्रभु यावे आ लोव़	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
swe	E:\Work\eBible\projects\swe\copr.htm	Swedish		Svenska Kärnbibeln - en expanderad översättning	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Svenska Kärnbibeln	copyright © 2017-2020	
swh1850	E:\Work\eBible\projects\swh1850\copr.htm	Kiswahili (Swahili)	Kimvita	Biblia Takatifu	Public Domain			Public Domain		Translation by: Dr. Johann Ludvig Krapf
swhonen	E:\Work\eBible\projects\swhonen\copr.htm	Kiswahili		Biblica® Toleo Wazi Neno: Bibilia Takatifu™	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2018	Translation by: Biblica, Inc.
swhulb	E:\Work\eBible\projects\swhulb\copr.htm	Kiswahili (Swahili)		Biblia Takatifu	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2019	Translation by: Door43 World Missions Community
swp	E:\Work\eBible\projects\swp\copr.htm	Suau			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Bible Society of Papua New Guinea
sxbNT	E:\Work\eBible\projects\sxbNT\copr.htm	Suba		Endagano Empia	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
tacNT	E:\Work\eBible\projects\tacNT\copr.htm	Tarahumara, Western		Onorúgame nila ra'íchali	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
taj	E:\Work\eBible\projects\taj\copr.htm	Eastern Tamang (Tamang, Eastern)		परमेश्वरला बचन छार कबुल	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
tam2017	E:\Work\eBible\projects\tam2017\copr.htm	தமிழ் (Tamil)		இண்டியன் ரிவைஸ்டு வெர்ஸன் (IRV) - தமிழ்	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017	Translation by: Bridge Connectivity Solutions
tav	E:\Work\eBible\projects\tav\copr.htm	Tatuyo		Dio Wadarique	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
taw	E:\Work\eBible\projects\taw\copr.htm	Tay (Tai)			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2013	Translation by: Pioneer Bible Translators
tbc	E:\Work\eBible\projects\tbc\copr.htm	Takia			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
tbf	E:\Work\eBible\projects\tbf\copr.htm	Mandara			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Mandara Bible Translators
tbg	E:\Work\eBible\projects\tbg\copr.htm	Tairora	North Tairora		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1979, 1994, 2005, 2008, 2009, 2012	Translation by: Wycliffe Bible Translators
tbg-a	E:\Work\eBible\projects\tbg-a\copr.htm	Arau (North Tairora)	Arau		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1986	Translation by: Wycliffe Bible Translators
tblNT	E:\Work\eBible\projects\tblNT\copr.htm	Tboli		Udél dwata: gna kesfasad ne lomi kesfasad	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007	Translation by: Wycliffe Bible Translators, Inc.
tbo	E:\Work\eBible\projects\tbo\copr.htm	Tawala			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc. and Bible Society of Papua New Guinea	copyright © 1985, 2014	Translation by: Wycliffe Bible Translators
tbzsim	E:\Work\eBible\projects\tbzsim\copr.htm	Ditammari		Bibiri Kuyie Nnɑ́ɑǹtì Pɑ́tíri	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	SIM International	copyright © 2001	Translation by: SIM
tcaNT	E:\Work\eBible\projects\tcaNT\copr.htm	Ticuna		Tupanaarü Ore i Tórü Cori ya Ngechuchu ya Cristuchiga	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
tcs	E:\Work\eBible\projects\tcs\copr.htm	Yumplatok (Torres Strait Creole)		Baibol Tores Streit Yumplatok	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators	copyright © 2016	
tczchongthu	E:\Work\eBible\projects\tczchongthu\copr.htm	Chongthu (Chin, Thado)	Chongthu	PATHEN LEKHABU THENG	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/			
tdt	E:\Work\eBible\projects\tdt\copr.htm	Tetun Dili		Testamentu Foun ba Ema Hotu	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/			Translation by: Biblia ba Ema Hotu
teeNT	E:\Work\eBible\projects\teeNT\copr.htm	Tepehua, Huehuetla		Ixchivinti Dios	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1976	Translation by: Wycliffe Bible Translators, Inc.
tel2017	E:\Work\eBible\projects\tel2017\copr.htm	తెలుగు (Telugu)		ఇండియన్ రివైజ్డ్ వెర్షన్ (IRV) - తెలుగు -2019	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017	Translation by: Bridge Connectivity Solutions
terNT	E:\Work\eBible\projects\terNT\copr.htm	Terêna		Emo'u Itukó'oviti	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
tet	E:\Work\eBible\projects\tet\copr.htm	Tutun Belu (Tetun)		Tetun Alkitab	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Unit Bahasa dan Budaya	copyright © 2013	Translation by: Wycliffe Bible Translators
tew	E:\Work\eBible\projects\tew\copr.htm	Tewa		Naˀinbí Sedó Yôesiví Tu̖u̖ / Nanbí Sedó Jôesiví Tun	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators
tfrNTpo	E:\Work\eBible\projects\tfrNTpo\copr.htm	Teribe		Sbö Tjl̈õkwo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
tgk	E:\Work\eBible\projects\tgk\copr.htm	тоҷикӣ (Tajik)		Хушхабар	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
tglulb	E:\Work\eBible\projects\tglulb\copr.htm	Tagalog		banal na Bibliya	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2018	Translation by: Door43 World Missions Community
tgo	E:\Work\eBible\projects\tgo\copr.htm	Sudest	Tagula		by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2014	Translation by: Wycliffe Bible Translators
tgp	E:\Work\eBible\projects\tgp\copr.htm	Tangoa		Tangoa New Testament	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators
