ID	File	Language	Dialect	Vernacular Title	Licence Type	Licence Version	CC Licence Link	Copyright Holder	Copyright Years	Translation by
dikNT	E:\Work\eBible\projects\dikNT\copr.htm	Dinka, Southwestern		Lëk yam	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2006	Translation by: Wycliffe Bible Translators, Inc.
dji	E:\Work\eBible\projects\dji\copr.htm	Djinang		Djinang Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Wycliffe Bible Translators	copyright © 1985	
djj	E:\Work\eBible\projects\djj\copr.htm	Djeebbana		Djeebbana Christmas Story	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
djkNT	E:\Work\eBible\projects\djkNT\copr.htm	Eastern Maroon Creole		Beibel: okanisi tongo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
djr	E:\Work\eBible\projects\djr\copr.htm	Djambarrpuyŋu (Djambarrpuyngu)		God-Waŋarrwu Walŋamirr Dhäruk	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2008	
dob	E:\Work\eBible\projects\dob\copr.htm	Dobu			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1985	Translation by: Wycliffe Bible Translators
dop	E:\Work\eBible\projects\dop\copr.htm	Lokpa (Lukpa)		PIIPILI ƖSƆ TƆM TAKƎLAƔA	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	SIM	copyright © 1999	Translation by: SIM
dov	E:\Work\eBible\projects\dov\copr.htm	Toka-Leya-Dombe (Dombe)		Dombe New Testament	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2020	Translation by: DUBE MAKEYI S, Denis, Keepers, Smart, Leviticus, Lusyomo, David, Charles, Ian,Daimon, Gedion., ELEK, Faith, Leviticus Muleya, Lucy Ngosolo, Makeyi S Dube, Makeyi s dube, Muleya Nkondo, Purpoe Mumpande, Purpose, Richard, Stephen, Samson,Nkondo, Mackion, Elek, Wilson, Dickson, January, Betty, Stephen, TOM-88PN_0003.MACHINGA, iii9i, nkondo, onesai misioni, patricia banda, peaceful, purpoe, victor
dwrENT	E:\Work\eBible\projects\dwrENT\copr.htm	Dawro		Ooratha Caaquwaa	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
dwrNT	E:\Work\eBible\projects\dwrNT\copr.htm	Dawro		Ooratha Caaquwaa	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	The Word for the World	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
dww	E:\Work\eBible\projects\dww\copr.htm	Dawawa			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2002	Translation by: Wycliffe Bible Translators
dwy	E:\Work\eBible\projects\dwy\copr.htm	Dhuwaya		Djesuwalaŋuwuy latjuꞌ dhäwuꞌ Markkuŋu wukirriwuy	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2019	
ebk	E:\Work\eBible\projects\ebk\copr.htm	Eastern Bontok (Bontok, Eastern)		Nan kalen apo Dios (Nan fiarú ay turag)	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2003	Translation by: Wycliffe Bible Translators, Inc.
eko	E:\Work\eBible\projects\eko\copr.htm	Kote		Kote New Testament	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005-2008	Translation by: Wycliffe Bible Translators
emi	E:\Work\eBible\projects\emi\copr.htm	Mussau-Emira			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2006, 2008, 2013, 2016, 2018	Translation by: Wycliffe Bible Translators
empNTpo	E:\Work\eBible\projects\empNTpo\copr.htm	Emberá, Northern		Ãcõrẽ Bed̶ea	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
eng-asv	E:\Work\eBible\projects\eng-asv\copr.htm	English	Archaic American	American Standard Version (1901)	Public Domain			Public Domain		
eng-Brenton	E:\Work\eBible\projects\eng-Brenton\copr.htm			Brenton Septuagint Translation	Public Domain			Public Domain		
eng-glw	E:\Work\eBible\projects\eng-glw\copr.htm	English	American	God's Living Word	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Michael Paul Johnson	copyright © 1996	Translation by: Michael Paul Johnson
eng-kjv	E:\Work\eBible\projects\eng-kjv\copr.htm	English	archaic British	King James Version + Apocrypha	Public Domain			Public Domain		
eng-kjv2006	E:\Work\eBible\projects\eng-kjv2006\copr.htm	English	archaic British	King James (Authorized) Version	Public Domain			Public Domain		
eng-lxx2012	E:\Work\eBible\projects\eng-lxx2012\copr.htm	English	American	LXX2012: Septuagint in American English 2012	Public Domain			Public Domain		Translation by:
eng-rv	E:\Work\eBible\projects\eng-rv\copr.htm	English	archaic British	Revised Version with Apocrypha (1895)	Public Domain			Public Domain		
eng-t4t	E:\Work\eBible\projects\eng-t4t\copr.htm	English	American	Translation for Translators	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/			
eng-uk-lxx2012	E:\Work\eBible\projects\eng-uk-lxx2012\copr.htm	English	British	LXX2012: Septuagint in British/International English 2012	Public Domain			Public Domain		Translation by: Sir Lancelot Charles Lee Breton
eng-web	E:\Work\eBible\projects\eng-web\copr.htm			World English Bible with Deuterocanon	Public Domain			Public Domain		
eng-web-c	E:\Work\eBible\projects\eng-web-c\copr.htm			World English Bible (Catholic)	Public Domain			Public Domain		
eng-webbe	E:\Work\eBible\projects\eng-webbe\copr.htm			World English Bible British Edition with Deuterocanon	Public Domain			Public Domain		
engaoi	E:\Work\eBible\projects\engaoi\copr.htm	English		Anindilyakwa English Bible	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
engasvbt	E:\Work\eBible\projects\engasvbt\copr.htm	English	Archaic American	American Standard Version Byzantine Text	Public Domain			Public Domain		
engBBE	E:\Work\eBible\projects\engBBE\copr.htm	English	simple British	Bible in Basic English	Public Domain			Public Domain		Translation by: Samuel Henry Hooke
engDBY	E:\Work\eBible\projects\engDBY\copr.htm	English	archaic British	Darby Translation	Public Domain			Public Domain		Translation by: J. N. Darby
engDRA	E:\Work\eBible\projects\engDRA\copr.htm	English	archaic American	Douay-Rheims 1899	Public Domain			Public Domain		Translation by: English College, Douai
engemtv	E:\Work\eBible\projects\engemtv\copr.htm	English		English Majority Text Version	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
engf35	E:\Work\eBible\projects\engf35\copr.htm	English	American	The New Testament with Commentary	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Wilbur N. Pickering, ThM, PhD	copyright © 2016	
engfbv	E:\Work\eBible\projects\engfbv\copr.htm	English	American	Free Bible Version	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/			Translation by: Dr. Jonathan Gallagher
enggnv	E:\Work\eBible\projects\enggnv\copr.htm	English	Old	Geneva Bible 1599	Public Domain			Public Domain		
engjps	E:\Work\eBible\projects\engjps\copr.htm	English	American	JPS TaNaKH 1917	Public Domain			Public Domain		Translation by: Jewish Publication Society
engkjvcpb	E:\Work\eBible\projects\engkjvcpb\copr.htm	English		KJV Cambridge Paragraph Bible	Public Domain			Public Domain		
englee	E:\Work\eBible\projects\englee\copr.htm	English	archaic British	Isaac Leeser Tanakh	Public Domain			Public Domain		Translation by: Isaac Leeser
englsv	E:\Work\eBible\projects\englsv\copr.htm	English	American		by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Covenant Press	copyright © 2020	
englxxup	E:\Work\eBible\projects\englxxup\copr.htm	English	Mixed	Updated Brenton English Septuagint	Public Domain			Public Domain		Translation by: Sir Lancelot C. L. Brenton
engnna	E:\Work\eBible\projects\engnna\copr.htm	English		Nyangumarta English Bible	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1980-2010	
engnoy	E:\Work\eBible\projects\engnoy\copr.htm	English	archaic British	George Noyes Bible	Public Domain			Public Domain		Translation by: George Noyes
engoebcw	E:\Work\eBible\projects\engoebcw\copr.htm	English		Open English Bible (Commonwealth Spelling)	Public Domain			Public Domain		Translation by: OpenEnglishBible.org
engoebus	E:\Work\eBible\projects\engoebus\copr.htm	English		Open English Bible (U. S. spelling)	Public Domain			Public Domain		Translation by: OpenEnglishBible.org
engoke	E:\Work\eBible\projects\engoke\copr.htm	English		Targum Onkelos Etheridge	Public Domain			Public Domain		
engourb	E:\Work\eBible\projects\engourb\copr.htm	English	American	One Unity Resource Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/			Translation by: Thomas Robinson
engPEV	E:\Work\eBible\projects\engPEV\copr.htm	Aboriginal English (English)	Australian Aboriginal	Plain English Version	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
engtcent	E:\Work\eBible\projects\engtcent\copr.htm	English		Text-Critical English New Testament	by	4.0	http://creativecommons.org/licenses/by/4.0/			
engtnt	E:\Work\eBible\projects\engtnt\copr.htm	English	archaic British	Tyndale New Testament	Public Domain			Public Domain		Translation by: William Tyndale
engULB	E:\Work\eBible\projects\engULB\copr.htm	English		Unlocked Literal Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2017	Translation by: Door43 World Missions Community
engwebp	E:\Work\eBible\projects\engwebp\copr.htm			World English Bible	Public Domain			Public Domain		
engwebpb	E:\Work\eBible\projects\engwebpb\copr.htm			World English Bible British Edition	Public Domain			Public Domain		
engwebster	E:\Work\eBible\projects\engwebster\copr.htm	English	archaic American	Noah Webster Bible	Public Domain			Public Domain		Translation by: Noah Webster
engwmb	E:\Work\eBible\projects\engwmb\copr.htm			World Messianic Bible	Public Domain			Public Domain		
engwmbb	E:\Work\eBible\projects\engwmbb\copr.htm			World Messianic Bible British Edition	Public Domain			Public Domain		
engwyc2017	E:\Work\eBible\projects\engwyc2017\copr.htm	English	Archaic	Wycliffe's Bible with Modern Spelling	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Terry Noble
engwyc2018	E:\Work\eBible\projects\engwyc2018\copr.htm	English	Archaic	Wycliffe's Bible with Modern Spelling (Enhanced)	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Terry Noble
engWycliffe	E:\Work\eBible\projects\engWycliffe\copr.htm	Middle English (English)	Middle	Wycliffe Bible	Public Domain			Public Domain		Translation by: John Wycliffe
engylt	E:\Work\eBible\projects\engylt\copr.htm	ENGLISH (English)	archaic British	Young's Literal Translation	Public Domain			Public Domain		Translation by: Robert Young
enq	E:\Work\eBible\projects\enq\copr.htm	Enga	Mae		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: The Bible Society of Papua New Guinea
enq2	E:\Work\eBible\projects\enq2\copr.htm	Enga	Mae		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2014-2015	Translation by: Wycliffe Bible Translators
epo	E:\Work\eBible\projects\epo\copr.htm	Esperanto		Londona Biblio	Public Domain			Public Domain		
eri	E:\Work\eBible\projects\eri\copr.htm	Ogea			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2013	Translation by: Wycliffe Bible Translators
eseNT	E:\Work\eBible\projects\eseNT\copr.htm	Ese Ejja		Eyacuiñajjija Esohui	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
eskNT	E:\Work\eBible\projects\eskNT\copr.htm	Inupiatun, Northwest Alaska (Northwest Alaska Eskimo)		Ipqitchuat Makpiġaat - Agaayyutim Uqałhi Iñupiatun	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators
etr	E:\Work\eBible\projects\etr\copr.htm	Edolo			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010-2012	Translation by: Wycliffe Bible Translators
ewe	E:\Work\eBible\projects\ewe\copr.htm	eʋegbe		Biblica® Se aɖeke mebla Biblia zazã o Agbenya La™	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2020	
faa	E:\Work\eBible\projects\faa\copr.htm	Fasu			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators
fai	E:\Work\eBible\projects\fai\copr.htm	Faiwol			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
far	E:\Work\eBible\projects\far\copr.htm	Fataleka		Farongoe Lea Ana Fataleka	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2017	Translation by: SITAG
ffm	E:\Work\eBible\projects\ffm\copr.htm	Maasina Fulfulde (Fulfulde, Maasina)		Aadi keyri: linjiila iisaa almasiihu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005	Translation by: Wycliffe Bible Translators
for	E:\Work\eBible\projects\for\copr.htm	Fore			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Biblica	copyright © 1974	Translation by: Wycliffe Bible Translators
fra_fob	E:\Work\eBible\projects\fra_fob\copr.htm	français (French)		La Sainte Bible	Public Domain			Public Domain		Translation by: Ostervald
fraLSG	E:\Work\eBible\projects\fraLSG\copr.htm	français (French)		Louis Segond 1910	Public Domain			Public Domain		Translation by: Louis Segond
francl	E:\Work\eBible\projects\francl\copr.htm	français (French)			by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	CrossWire Bible Society	copyright © 2022	
frasbl	E:\Work\eBible\projects\frasbl\copr.htm	français (French)		Sainte Bible libre pour le monde	Public Domain		https://creativecommons.org/publicdomain/zero/1.0/deed.fr	Public Domain		Translation by: David Williams
fue	E:\Work\eBible\projects\fue\copr.htm	Fulfulde Borgu (Fulfulde, Borgu)		Alkawal Kesal	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	SIM International	copyright © 2011	Translation by: SIM
fuf	E:\Work\eBible\projects\fuf\copr.htm	Pular		Version Pular Fuuta-Jallon	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2010	Translation by: Traducteurs Pionniers de la Bible
fuhbkf	E:\Work\eBible\projects\fuhbkf\copr.htm	Fulfulde Burkina (Fulfulde, Western Niger)	Burkina	Fulfulfe Burkina, Dewtere Laamɗo Amaana Keso	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	SIM International	copyright © 2012	Translation by: SIM International
gah	E:\Work\eBible\projects\gah\copr.htm	Alekano (Gahuku) (Alekano or Gahuku)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
gai	E:\Work\eBible\projects\gai\copr.htm	Borei			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2016	Translation by: Pioneer Bible Translators
gam	E:\Work\eBible\projects\gam\copr.htm	Kandawo			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012-2014	Translation by: Wycliffe Bible Translators
gaw	E:\Work\eBible\projects\gaw\copr.htm	Nobonob			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1990	Translation by: Wycliffe Bible Translators
gdn	E:\Work\eBible\projects\gdn\copr.htm	Umanakaina			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
gdr	E:\Work\eBible\projects\gdr\copr.htm	Wipi			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
geb	E:\Work\eBible\projects\geb\copr.htm	Kire			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2001	Translation by: Pioneer Bible Translators
gfk	E:\Work\eBible\projects\gfk\copr.htm	Patpatar			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1997-2018	Translation by: Wycliffe Bible Translators
gfkh	E:\Work\eBible\projects\gfkh\copr.htm	Hinsaal (Patpatar)	Hinsaal		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2016	
gfks	E:\Work\eBible\projects\gfks\copr.htm	Sokarek (Patpatar)	Sokarek		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
ghs	E:\Work\eBible\projects\ghs\copr.htm	Guhu-Samane			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
gia	E:\Work\eBible\projects\gia\copr.htm	Kitja		Jawunany	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 1978	
glk	E:\Work\eBible\projects\glk\copr.htm	Gilaki		Gilaki John	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	gilakmedia.com	copyright © 2014	
gmvNT	E:\Work\eBible\projects\gmvNT\copr.htm	Gamo		ኦራꬃ ጫቆ ማፃፋ ጋሞꬆ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
gmvRNT	E:\Work\eBible\projects\gmvRNT\copr.htm	Gamo		Ooratha Caaqo Maxaafa Gamoththo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
gngNT	E:\Work\eBible\projects\gngNT\copr.htm	Ngangam		Uwien ya Jɔtiefɛ̀nku ya gbɔnku	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
gnn	E:\Work\eBible\projects\gnn\copr.htm	Gumatj		Gumatj Bible	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2017	
gnwNT	E:\Work\eBible\projects\gnwNT\copr.htm	Guaraní, Western Bolivian		Nuevo Testamento Guaraní Pe	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
gofENT	E:\Work\eBible\projects\gofENT\copr.htm	Gofa		ኦራꬃ ጫቁዋ ጎፋꬆ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
gofRNT	E:\Work\eBible\projects\gofRNT\copr.htm	Gofa		Ooratha Caaquwa Goofatho	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
grc-tisch	E:\Work\eBible\projects\grc-tisch\copr.htm	Ελληνική (Greek)	Koine	Η Καινή Διαθήκη	Public Domain			Public Domain		Translation by: Tischendorf, etc.
grcbrent	E:\Work\eBible\projects\grcbrent\copr.htm	Ἑλληνική (Greek, Ancient)	Koine	μετάφραση των εβδομήκοντα	Public Domain			Public Domain		
grcbyz	E:\Work\eBible\projects\grcbyz\copr.htm	Ελληνική (Greek, Ancient)	Koine	Η Καινή Διαθήκη	Public Domain			Public Domain		
grcf35	E:\Work\eBible\projects\grcf35\copr.htm	Ελληνική (Greek, Ancient)	Koine	Η Καινή Διαθήκη	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
grcmt	E:\Work\eBible\projects\grcmt\copr.htm	Ελληνική (Greek, Ancient)	Koine	Η Καινή Διαθήκη	Public Domain			Public Domain		Translation by: Maurice A. Robinson and William G. Pierpont
grcsr	E:\Work\eBible\projects\grcsr\copr.htm	Ελληνιστική (Greek, Ancient)		Η Καινή Διαθήκη	Public Domain			Public Domain		Translation by: Robinson and Pierpont
grctcgnt	E:\Work\eBible\projects\grctcgnt\copr.htm	Ελληνιστική (Greek, Ancient)		Η Καινή Διαθήκη	Public Domain			Public Domain		Translation by: Maurice A. Robinson
grctr	E:\Work\eBible\projects\grctr\copr.htm	Ελληνικά (Greek, Ancient)		Η Καινή Διαθήκη	Public Domain			Public Domain		
gubBl	E:\Work\eBible\projects\gubBl\copr.htm	Guajajára		Tupàn ze'eg	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007	Translation by: Wycliffe Bible Translators, Inc.
gue	E:\Work\eBible\projects\gue\copr.htm	Gurindji (Gurinji)		Ruth + Luke 2	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1984	
guh	E:\Work\eBible\projects\guh\copr.htm	Guahibo		Dios pejumelivaisibaxuto pejanalivaisibaxuto	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
guiNT	E:\Work\eBible\projects\guiNT\copr.htm	Guaraní, Eastern Bolivian		Nuevo Testamento Guaraní Pe	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
guj2017	E:\Work\eBible\projects\guj2017\copr.htm	ગુજરાતી (Gujarati)		ગુજરાતી બાઇબલ	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017	
gulNT	E:\Work\eBible\projects\gulNT\copr.htm	Sea Island Creole English		De Nyew Testament	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005	Translation by: Wycliffe Bible Translators, Inc.
gum	E:\Work\eBible\projects\gum\copr.htm	Guambiano		Nacom Pejume Diwesi po diwesi pena jume diwesi xua Jesucristo yabara tinatsi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
gun	E:\Work\eBible\projects\gun\copr.htm	Mbyá Guaraní (Guaraní, Mbyá)		Nhanderuete ayvu iky'a e'ỹ va'e	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2004	Translation by: Wycliffe Bible Translators, Inc.
guoNT	E:\Work\eBible\projects\guoNT\copr.htm	Guayabero		Pajelwʉajan Dios pejjamechan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
gup	E:\Work\eBible\projects\gup\copr.htm	Kunwijku (Gunwinggu)		God Nuye Kunmok	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2018	
gupk	E:\Work\eBible\projects\gupk\copr.htm	Kuninjku (Gunwinggu)		Kuninjku Gospel Selections	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
gux	E:\Work\eBible\projects\gux\copr.htm	Gourma (Gourmanchéma)	Central	Bible Gourma	by	4.0	http://creativecommons.org/licenses/by/4.0/	Door 43 world-wide mission community	copyright © 2020	Translation by: Door 43 world-wide mission community
guxg	E:\Work\eBible\projects\guxg\copr.htm	Gourmantche (Gourmanchéma)	Gormantche	Bible Gourmantche	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door 43 world-wide mission community	copyright © 2020	Translation by: Door 43 world-wide mission community
gvc	E:\Work\eBible\projects\gvc\copr.htm	Guanano		Cohamacʉ Yare Yahari Tjuel	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007	Translation by: Wycliffe Bible Translators, Inc.
gvf	E:\Work\eBible\projects\gvf\copr.htm	Golin			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1980	Translation by: Wycliffe Bible Translators
gvn	E:\Work\eBible\projects\gvn\copr.htm	Kuku Yalanji (Kuku-Yalanji)		Godumu Kuku	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1984	
gvs	E:\Work\eBible\projects\gvs\copr.htm	Gumawana			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2019	
gwiNT	E:\Work\eBible\projects\gwiNT\copr.htm	Gwich'in		Vit'eegwijyąhchy'aa Vagwandak Nizįį	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
gymNT	E:\Work\eBible\projects\gymNT\copr.htm	Ngäbere		Kukwe kuin ngöbökwe	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2004	Translation by: Wycliffe Bible Translators, Inc.
gyrNT	E:\Work\eBible\projects\gyrNT\copr.htm	Guarayu		Tũpa Ñehengagüer	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
hat	E:\Work\eBible\projects\hat\copr.htm	Kreyòl Ayisyen (Haitian)		Bib La	Public Domain			Public Domain		
hatbsa	E:\Work\eBible\projects\hatbsa\copr.htm	Kreyòl Ayisyen (Haitian)		Bib Sen An	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Ron Smith	copyright © 2017-2022	Translation by: Ron Smith
hausa	E:\Work\eBible\projects\hausa\copr.htm	Hausa		Biblica® Buɗaɗɗen Littafi Mai Tsarki, Sabon Rai Don Kowa™	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2020	
