file	code	lang	family	country
snc-snc.txt	snc	Sinaugoro	Austronesian	Papua New Guinea
snn-snnNT.txt	snn	Siona	Tucanoan	Colombia
snp-snp-lambau.txt	snp	Siane	Trans-New Guinea	Papua New Guinea
snp-snp.txt	snp	Siane	Trans-New Guinea	Papua New Guinea
snx-snx.txt	snx	Sam	Trans-New Guinea	Papua New Guinea
sny-sny.txt	sny	Saniyo-Hiyewe	Sepik	Papua New Guinea
som-som.txt	som	Somali	Afro-Asiatic	Somalia
soq-soq.txt	soq	Kanasi	Trans-New Guinea	Papua New Guinea
soy-soy.txt	soy	Miyobe	Niger-Congo	Benin
spa-spabes.txt	spa	Spanish	Indo-European	Spain
spa-spablm.txt	spa	Spanish	Indo-European	Spain
spa-spapddpt.txt	spa	Spanish	Indo-European	Spain
spa-spaRV1909.txt	spa	Spanish	Indo-European	Spain
spa-sparvg.txt	spa	Spanish	Indo-European	Spain
spa-spavbl.txt	spa	Spanish	Indo-European	Spain
spl-spl.txt	spl	Selepet	Trans-New Guinea	Papua New Guinea
spm-spm.txt	spm	Akukem	Ramu-Lower Sepik	Papua New Guinea
spp-spp.txt	spp	Sénoufo, Supyire	Niger-Congo	Mali
sps-sps.txt	sps	Saposa	Austronesian	Papua New Guinea
spy-spyNT.txt	spy	Sabaot	Nilo-Saharan	Kenya
sri-sri.txt	sri	Siriano	Tucanoan	Colombia
srm-srmNT.txt	srm	Saramaccan	Creole	Suriname
srn-srnNT.txt	srn	Sranan Tongo	Creole	Suriname
srp-srp1865.txt	srp	Serbian	Indo-European	Serbia
srq-srqNT.txt	srq	Sirionó	Tupian	Bolivia, Plurinational State of
ssd-ssd.txt	ssd	Siroi	Trans-New Guinea	Papua New Guinea
ssg-ssg.txt	ssg	Seimat	Austronesian	Papua New Guinea
ssx-ssx.txt	ssx	Samberigi	Trans-New Guinea	Papua New Guinea
stp-stpNT.txt	stp	Tepehuan, Southeastern	Uto-Aztecan	Mexico
sua-sua.txt	sua	Sulka	Language isolate	Papua New Guinea
sue-sue.txt	sue	Suena	Trans-New Guinea	Papua New Guinea
sus-sus.txt	sus	Susu	Niger-Congo	Guinea
sus-susa.txt	sus	Susu	Niger-Congo	Guinea
suz-suzBl.txt	suz	Sunwar	Sino-Tibetan	Nepal
swe-swe.txt	swe	Swedish	Indo-European	Sweden
swh-swh1850.txt	swh	Swahili	Niger-Congo	Tanzania, United Republic of
swh-swhonen.txt	swh	Swahili	Niger-Congo	Tanzania, United Republic of
swh-swhulb.txt	swh	Swahili	Niger-Congo	Tanzania, United Republic of
swp-swp.txt	swp	Suau	Austronesian	Papua New Guinea
sxb-sxbNT.txt	sxb	Suba	Niger-Congo	Kenya
tac-tacNT.txt	tac	Tarahumara, Western	Uto-Aztecan	Mexico
taj-taj.txt	taj	Tamang, Eastern	Sino-Tibetan	Nepal
tam-tam2017.txt	tam	Tamil	Dravidian	India
tav-tav.txt	tav	Tatuyo	Tucanoan	Colombia
taw-taw.txt	taw	Tay	Trans-New Guinea	Papua New Guinea
tbc-tbc.txt	tbc	Takia	Austronesian	Papua New Guinea
tbf-tbf.txt	tbf	Mandara	Austronesian	Papua New Guinea
tbg-tbg-a.txt	tbg	Tairora, North	Trans-New Guinea	Papua New Guinea
tbg-tbg.txt	tbg	Tairora, North	Trans-New Guinea	Papua New Guinea
tbl-tblNT.txt	tbl	Tboli	Austronesian	Philippines
tbo-tbo.txt	tbo	Tawala	Austronesian	Papua New Guinea
tbz-tbzsim.txt	tbz	Ditammari	Niger-Congo	Benin
tca-tcaNT.txt	tca	Ticuna	Language isolate	Brazil
tcs-tcs.txt	tcs	Torres Strait Creole	Creole	Australia
tcz-tczchongthu.txt	tcz	Chin, Thado	Sino-Tibetan	India
tdt-tdt.txt	tdt	Tetun Dili	Creole	Timor-Leste
tee-teeNT.txt	tee	Tepehua, Huehuetla	Totonacan	Mexico
tel-tel2017.txt	tel	Telugu	Dravidian	India
ter-terNT.txt	ter	Terêna	Maipurean	Brazil
tet-tet.txt	tet	Tetun	Austronesian	Timor-Leste
tew-tew.txt	tew	Tewa	Kiowa-Tanoan	United States
tfr-tfrNTpo.txt	tfr	Teribe	Chibchan	Panama
tgk-tgk.txt	tgk	Tajik	Indo-European	Tajikistan
tgl-tglulb.txt	tgl	Tagalog	Austronesian	Philippines
tgo-tgo.txt	tgo	Sudest	Austronesian	Papua New Guinea
tgp-tgp.txt	tgp	Tangoa	Austronesian	Vanuatu
tha-thaKJV.txt	tha	Thai	Kra-Dai	Thailand
thd-thd.txt	thd	Kuuk Thayorre	Australian	Australia
tif-tif.txt	tif	Tifal	Trans-New Guinea	Papua New Guinea
tim-tim.txt	tim	Timbe	Trans-New Guinea	Papua New Guinea
tiw-tiw.txt	tiw	Tiwi	Australian	Australia
tiy-tiy.txt	tiy	Teduray	Austronesian	Philippines
tke-tke.txt	tke	Takwane	Niger-Congo	Mozambique
tku-tkuNT.txt	tku	Totonac, Upper Necaxa	Totonacan	Mexico
tlf-tlf.txt	tlf	Telefol	Trans-New Guinea	Papua New Guinea
tmd-tmd.txt	tmd	Haruai	Piawi	Papua New Guinea
tna-tnaNT.txt	tna	Tacana	Tacanan	Bolivia, Plurinational State of
tnc-tnc.txt	tnc	Tanimuca-Letuama	Tucanoan	Colombia
tnk-tnk.txt	tnk	Kwamera	Austronesian	Vanuatu
tnn-tnn.txt	tnn	Tanna, North	Austronesian	Vanuatu
tnp-tnp.txt	tnp	Whitesands	Austronesian	Vanuatu
toc-tocNT.txt	toc	Totonac, Coyutla	Totonacan	Mexico
tod-tod.txt	tod	Toma	Niger-Congo	Guinea
tof-tof.txt	tof	Gizrra	Eastern Trans-Fly	Papua New Guinea
toj-tojNT.txt	toj	Tojolabal	Mayan	Mexico
ton-ton.txt	ton	Tongan	Austronesian	Tonga
too-tooNT.txt	too	Totonac, Xicotepec de Juárez	Totonacan	Mexico
top-topNT.txt	top	Totonac, Papantla	Totonacan	Mexico
tos-tosNT.txt	tos	Totonac, Highland	Totonacan	Mexico
tpa-tpa.txt	tpa	Taupota	Austronesian	Papua New Guinea
tpi-tpi.txt	tpi	Tok Pisin	Creole	Papua New Guinea
tpi-tpiOTNT.txt	tpi	Tok Pisin	Creole	Papua New Guinea
tpt-tptNT.txt	tpt	Tepehua, Tlachichilco	Totonacan	Mexico
tpz-tpz.txt	tpz	Tinputz	Austronesian	Papua New Guinea
trc-trcNT.txt	trc	Triqui, Copala	Otomanguean	Mexico
tsw-tswNT.txt	tsw	Tsishingini	Niger-Congo	Nigeria
ttc-ttcNT.txt	ttc	Tektiteko	Mayan	Guatemala
tte-tte.txt	tte	Bwanabwana	Austronesian	Papua New Guinea
tte-tteo.txt	tte	Bwanabwana	Austronesian	Papua New Guinea
tuc-tuc-o.txt	tuc	Mutu	Austronesian	Papua New Guinea
tuc-tuc-t.txt	tuc	Mutu	Austronesian	Papua New Guinea
tue-tue.txt	tue	Tuyuca	Tucanoan	Colombia
tuf-tuf.txt	tuf	Tunebo, Central	Chibchan	Colombia
tuo-tuoNT.txt	tuo	Tucano	Tucanoan	Brazil
tur-turev.txt	tur	Turkish	Turkic	Turkey
tvk-tvk.txt	tvk	Ambrym, Southeast	Austronesian	Vanuatu
twi-twi.txt	twi	Twi	Niger-Congo	Ghana
txq-txq.txt	txq	Tii	Austronesian	Indonesia
txu-txuNT.txt	txu	Kayapó	Jean	Brazil
tzj-tzjE.txt	tzj	Tz’utujil	Mayan	Guatemala
tzj-tzjNT.txt	tzj	Tz’utujil	Mayan	Guatemala
tzo-tzoNT.txt	tzo	Tzotzil	Mayan	Mexico
tzo-tzoSA.txt	tzo	Tzotzil	Mayan	Mexico
tzo-tzotzc.txt	tzo	Tzotzil	Mayan	Mexico
tzo-tzotze.txt	tzo	Tzotzil	Mayan	Mexico
tzo-tzoZNT.txt	tzo	Tzotzil	Mayan	Mexico
ubr-ubr.txt	ubr	Ubir	Austronesian	Papua New Guinea
ubu-ubu-andelale.txt	ubu	Umbu-Ungu	Trans-New Guinea	Papua New Guinea
ubu-ubu-kala.txt	ubu	Umbu-Ungu	Trans-New Guinea	Papua New Guinea
ubu-ubu-nopenge.txt	ubu	Umbu-Ungu	Trans-New Guinea	Papua New Guinea
udu-udu.txt	udu	Uduk	Nilo-Saharan	Sudan
uig-uigara.txt	uig	Uyghur	Turkic	China
uig-uigcyr.txt	uig	Uyghur	Turkic	China
uig-uiglat.txt	uig	Uyghur	Turkic	China
uig-uigpin.txt	uig	Uyghur	Turkic	China
ukr-ukr1871.txt	ukr	Ukrainian	Indo-European	Ukraine
uli-uli.txt	uli	Ulithian	Austronesian	Micronesia, Federated States of
ulk-ulk.txt	ulk	Meriam Mir	Eastern Trans-Fly	Australia
upv-upv.txt	upv	Uripiv-Wala-Rano-Atchin	Austronesian	Vanuatu
ura-uraNT.txt	ura	Urarina	Language isolate	Peru
urb-urbNT.txt	urb	Kaapor	Tupian	Brazil
urd-urd.txt	urd	Urdu	Indo-European	Pakistan
urd-urdgvh.txt	urd	Urdu	Indo-European	Pakistan
urd-urdgvr.txt	urd	Urdu	Indo-European	Pakistan
urd-urdgvu.txt	urd	Urdu	Indo-European	Pakistan
uri-uri.txt	uri	Urim	Torricelli	Papua New Guinea
urt-urt.txt	urt	Urat	Torricelli	Papua New Guinea
urw-urw.txt	urw	Sop	Trans-New Guinea	Papua New Guinea
usa-usa.txt	usa	Usarufa	Trans-New Guinea	Papua New Guinea
usp-uspNT.txt	usp	Uspanteko	Mayan	Guatemala
uvh-uvh.txt	uvh	Uri	Trans-New Guinea	Papua New Guinea
uvl-uvl.txt	uvl	Lote	Austronesian	Papua New Guinea
vid-vid.txt	vid	Vidunda	Niger-Congo	Tanzania, United Republic of
vie-vie1934.txt	vie	Vietnamese	Austro-Asiatic	Viet Nam
vie-vieovcb.txt	vie	Vietnamese	Austro-Asiatic	Viet Nam
viv-viv.txt	viv	Iduna	Austronesian	Papua New Guinea
vmy-vmyNT.txt	vmy	Mazatec, Ayautla	Otomanguean	Mexico
waj-waj.txt	waj	Waffa	Trans-New Guinea	Papua New Guinea
wal-wal.txt	wal	Wolaytta	Afro-Asiatic	Ethiopia
wap-wapNT.txt	wap	Wapishana	Maipurean	Guyana
wat-wat.txt	wat	Kaninuwa	Austronesian	Papua New Guinea
wbi-wbi.txt	wbi	Vwanji	Niger-Congo	Tanzania, United Republic of
wbp-wbp.txt	wbp	Warlpiri	Australian	Australia
wed-wed-topura.txt	wed	Wedau	Austronesian	Papua New Guinea
wed-wed.txt	wed	Wedau	Austronesian	Papua New Guinea
wer-wer.txt	wer	Amam	Trans-New Guinea	Papua New Guinea
wim-wim.txt	wim	Wik-Mungkan	Australian	Australia
wiu-wiu.txt	wiu	Witu	Trans-New Guinea	Papua New Guinea
wiv-wiv.txt	wiv	Vitu	Austronesian	Papua New Guinea
wmt-wmt.txt	wmt	Walmajarri	Australian	Australia
wmw-wmw.txt	wmw	Mwani	Niger-Congo	Mozambique
wnc-wnc.txt	wnc	Wantoat	Trans-New Guinea	Papua New Guinea
wnu-wnu.txt	wnu	Usan	Trans-New Guinea	Papua New Guinea
wol-wol2010.txt	wol	Wolof	Niger-Congo	Senegal
wol-wolKYG.txt	wol	Wolof	Niger-Congo	Senegal
wos-wos.txt	wos	Hanga Hundi	Sepik	Papua New Guinea
wrk-wrk.txt	wrk	Garrwa	Australian	Australia
wro-wro.txt	wro	Worrorra	Australian	Australia
wrs-wrs.txt	wrs	Waris	Border	Papua New Guinea
wsk-wsk.txt	wsk	Waskia	Trans-New Guinea	Papua New Guinea
wuv-wuv.txt	wuv	Wuvulu-Aua	Austronesian	Papua New Guinea
xav-xavNT.txt	xav	Xavánte	Jean	Brazil
xbi-xbi-w.txt	xbi	Kombio	Torricelli	Papua New Guinea
xbi-xbi-y.txt	xbi	Kombio	Torricelli	Papua New Guinea
xed-xed.txt	xed	Hdi	Afro-Asiatic	Cameroon
xla-xla.txt	xla	Kamula	Trans-New Guinea	Papua New Guinea
xnn-xnn.txt	xnn	Kankanay, Northern	Austronesian	Philippines
xon-xon.txt	xon	Konkomba	Niger-Congo	Ghana
xsi-xsi.txt	xsi	Sio	Austronesian	Papua New Guinea
xtd-xtdNT.txt	xtd	Mixtec, Diuxi-Tilantongo	Otomanguean	Mexico
xtm-xtmNTpp.txt	xtm	Mixtec, Magdalena Peñasco	Otomanguean	Mexico
yaa-yaaNT.txt	yaa	Yaminahua	Panoan	Peru
yad-yadNT.txt	yad	Yagua	Yaguan	Peru
yal-yal.txt	yal	Yalunka	Niger-Congo	Guinea
yap-yap.txt	yap	Yapese	Austronesian	Micronesia, Federated States of
yaq-yaqNT.txt	yaq	Yaqui	Uto-Aztecan	Mexico
yby-yby.txt	yby	Yaweyuha	Trans-New Guinea	Papua New Guinea
ycn-ycn.txt	ycn	Yucuna	Maipurean	Colombia
yka-yka.txt	yka	Yakan	Austronesian	Philippines
yle-yle.txt	yle	Yélî Dnye	Yele-West New Britain	Papua New Guinea
yml-yml.txt	yml	Iamalele	Austronesian	Papua New Guinea
yon-yon.txt	yon	Yongkom	Trans-New Guinea	Papua New Guinea
yor-yor.txt	yor	Yoruba	Niger-Congo	Nigeria
yrb-yrb.txt	yrb	Yareba	Trans-New Guinea	Papua New Guinea
yre-yreNT.txt	yre	Yaouré	Niger-Congo	Côte d'Ivoire
yss-yss-yamano.txt	yss	Yessan-Mayo	Sepik	Papua New Guinea
yss-yss-yawu.txt	yss	Yessan-Mayo	Sepik	Papua New Guinea
yuj-yuj.txt	yuj	Karkar-Yuri	Pauwasi	Papua New Guinea
yut-yut.txt	yut	Yopno	Trans-New Guinea	Papua New Guinea
yuw-yuw.txt	yuw	Yau	Trans-New Guinea	Papua New Guinea
yva-yvaNT.txt	yva	Yawa	West Papuan	Indonesia
zaa-zaaNT.txt	zaa	Zapotec, Sierra de Juárez	Otomanguean	Mexico
zab-zabNT.txt	zab	Zapotec, Western Tlacolula Valley	Otomanguean	Mexico
zac-zacNT.txt	zac	Zapotec, Ocotlán	Otomanguean	Mexico
zad-zadNT.txt	zad	Zapotec, Cajonos	Otomanguean	Mexico
zai-zaiNT.txt	zai	Zapotec, Isthmus	Otomanguean	Mexico
zaj-zaj.txt	zaj	Zaramo	Niger-Congo	Tanzania, United Republic of
zam-zamNT.txt	zam	Zapotec, Miahuatlán	Otomanguean	Mexico
zao-zaoNT.txt	zao	Zapotec, Ozolotepec	Otomanguean	Mexico
zap-zapNT.txt	zap			
zar-zarNT.txt	zar	Zapotec, Rincón	Otomanguean	Mexico
zas-zasNT.txt	zas	Zapotec, Santo Domingo Albarradas	Otomanguean	Mexico
zat-zatNTps.txt	zat	Zapotec, Tabaa	Otomanguean	Mexico
zav-zavNT.txt	zav	Zapotec, Yatzachi	Otomanguean	Mexico
zaw-zawNT.txt	zaw	Zapotec, Mitla	Otomanguean	Mexico
zca-zcaNT.txt	zca	Zapotec, Coatecas Altas	Otomanguean	Mexico
zga-zgam.txt	zga	Kinga	Niger-Congo	Tanzania, United Republic of
zia-zia.txt	zia	Zia	Trans-New Guinea	Papua New Guinea
ziw-ziw.txt	ziw	Zigula	Niger-Congo	Tanzania, United Republic of
zlm-zlmKSZI.txt	zlm	Malay	Austronesian	Malaysia
zos-zosNT.txt	zos	Zoque, Francisco León	Mixe-Zoquean	Mexico
zpc-zpcNT.txt	zpc	Zapotec, Choapan	Otomanguean	Mexico
zpl-zplNT.txt	zpl	Zapotec, Lachixío	Otomanguean	Mexico
zpm-zpmNT.txt	zpm	Zapotec, Mixtepec	Otomanguean	Mexico
zpo-zpoNT.txt	zpo	Zapotec, Amatlán	Otomanguean	Mexico
zpq-zpqNT.txt	zpq	Zapotec, Zoogocho	Otomanguean	Mexico
zpu-zpuNT.txt	zpu	Zapotec, Yalálag	Otomanguean	Mexico
zpv-zpvNT.txt	zpv	Zapotec, Chichicapan	Otomanguean	Mexico
zpz-zpzNTpp.txt	zpz	Zapotec, Texmelucan	Otomanguean	Mexico
zsr-zsrNT.txt	zsr	Zapotec, Southern Rincon	Otomanguean	Mexico
ztq-ztqNT.txt	ztq	Zapotec, Quioquitani-Quierí	Otomanguean	Mexico
zty-ztyNTps.txt	zty	Zapotec, Yatee	Otomanguean	Mexico
zyp-zypNT.txt	zyp	Chin, Zyphe	Sino-Tibetan	Myanmar
