languageCode,translationId,script,Count - script,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_extract_original_filename,status_last_error,status_inferred_versification,,File exists in scripture folder,MT\Scripture filename,Comparison,,,Files in Scripture Folder
nde,nde,isiNdebele,Ndebele,,ebible.org,Biblica® IBhayibhili Elingcwele LesiNdebele Elifinyelelekayo™,The Holy Bible in the Ndebele language of Zimbabwe: Biblica® IBhayibhili Elingcwele LesiNdebele Elifinyelelekayo™,True,"Copyright © 2022 Biblica, Inc.",2023-04-13,http://ebible.org/nde/,39,929,23145,27,260,7958,0,0,0,NDEBIB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nde2022eb,,ltr,True,DejaVu Serif,Ndebele Bible,,Latin,2023-04-14,nde,C:\ebible_data\projects\nde\copr.htm,isiNdebele (Ndebele),,Biblica® IBhayibhili Elingcwele LesiNdebele Elifinyelelekayo™,by-sa,4,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.",copyright © 2022,,2025-05-01,C:\ebible_data\downloads\nde--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nde,2025-05-01,C:\ebible_data\corpus\nde.txt,2025-05-01,2025-05-10,nde-nde.txt,,4,,#N/A,,,,,anp-Ang_AI_2023_09_05.txt
ndg,ndg,Kindengereko,Ndengereko,,ebible.org,Ndengereko Bible,The Holy Bible in the Ndengereko language of Tanzania,True,Copyright © 2020 Door43 World Mission Community,2020-10-06,http://ebible.org/ndg/,0,0,0,27,260,7944,0,0,0,NDGULB,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ndg2020eb,,ltr,True,DejaVu Serif,Ndengereko NT,,Latin,2020-10-06,ndg,C:\ebible_data\projects\ndg\copr.htm,Kindengereko (Ndengereko),,Ndengereko Bible,by,4,http://creativecommons.org/licenses/by/4.0/,Door43 World Mission Community,copyright © 2020,Translation by: Door43 World Mission Community,2025-05-01,C:\ebible_data\downloads\ndg--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ndg,2025-05-01,C:\ebible_data\corpus\ndg.txt,2025-05-01,2025-05-10,ndg-ndg.txt,,4,,#N/A,,,,,en-LIMEngbt_2021_03_30.txt
ndh,ndh,Ndali,Ndali,,ebible.org,ULwitikano uLupya,Ndali: ULwitikano uLupya (New Testament+),False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2020-11-19,http://ebible.org/ndh/,0,0,0,27,260,7946,0,0,0,NDHWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,ndh2020eb,,ltr,True,DejaVu Serif,Ndali Bible,,Latin,2020-11-20,ndh,C:\ebible_data\private_projects\ndh\copr.htm,(Ndali),,ULwitikano uLupya,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\ndh--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\ndh,2025-04-30,C:\ebible_data\private_corpus\ndh.txt,2025-04-30,2025-05-07,ndh.txt,,4,,#N/A,,,,,cjv-cjvNT.txt
ndj,ndj,Ndamba,Ndamba,,eBible.org,Lilaghanu lya shonu,The New Testament in the Ndamba language of Tanzania,True,Copyright © 2014 The Word for the World and Pioneer Bible Translators,2018-02-06,http://eBible.org/ndj/,0,0,0,27,260,7958,0,0,0,NDJTWF,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ndj2014eb,,ltr,True,DejaVu Serif,Ndamba New Testament,,Latin,2018-02-08,ndj,C:\ebible_data\projects\ndj\copr.htm,Ndamba,,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,The Word for the World and Pioneer Bible Translators,copyright © 2014,Translation by: Pioneer Bible Translators,2025-05-01,C:\ebible_data\downloads\ndj--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ndj,2025-05-01,C:\ebible_data\corpus\ndj.txt,2025-05-01,2025-05-10,ndj-ndj.txt,,4,,#N/A,,,,,en-LIMEngbt_2021_07_17.txt
ndv,ndv,Ndut,Ndut,,ebible.org,Séréel Ndút: Unni Koope,Ndut: Séréel Ndút: Unni Koope (New Testament+),False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2020-11-20,http://ebible.org/ndv/,0,0,0,15,105,3182,0,0,0,NDVWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,ndv2020eb,,ltr,True,DejaVu Serif,Ndut Bible,,Latin,2020-11-20,ndv,C:\ebible_data\private_projects\ndv\copr.htm,(Ndut),,Séréel Ndút: Unni Koope,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\ndv--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\ndv,2025-04-30,C:\ebible_data\private_corpus\ndv.txt,2025-04-30,2025-05-07,ndv.txt,,1,,#N/A,,,,,ckb-KSS.txt
ndz,ndz,Ndogo,Ndogo,,ebible.org,Ngú bà toko nambeè mì Mbíṛì ta ndâ ꞌduù,Ndogo: Ngú bà toko nambeè mì Mbíṛì ta ndâ ꞌduù New Testament,False,"Copyright © 2001 Wycliffe Bible Translators, Inc.",2020-11-19,http://ebible.org/ndz/,0,0,0,27,260,7938,0,0,0,NDZWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,ndz2001eb,,ltr,True,DejaVu Serif,Ndogo NT,,Latin,2020-11-20,ndz,C:\ebible_data\private_projects\ndz\copr.htm,(Ndogo),,Ngú bà toko nambeè mì Mbíṛì ta ndâ ꞌduù,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2001,,2025-04-30,C:\ebible_data\downloads\ndz--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\ndz,2025-04-30,C:\ebible_data\private_corpus\ndz.txt,2025-04-30,2025-05-07,ndz.txt,,4,,#N/A,,,,,ckb-NIV11R_Kurdish_600M.txt
new,new,Newar,Newar,,ebible.org,Newar,Newar: Newar (Bible),False,"Copyright © 2019-2020 Wycliffe Bible Translators, Inc.",2020-11-19,http://ebible.org/new/,4,271,6099,27,260,7949,0,0,0,NEWWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,new2020eb,2523,ltr,True,Akshar Unicode,Newar Bible,,Devanagari,2020-11-20,new,C:\ebible_data\private_projects\new\copr.htm,Newar,,Newar,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2019-2020,,2025-04-30,C:\ebible_data\downloads\new--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\new,2025-04-30,C:\ebible_data\private_corpus\new.txt,2025-04-30,2025-05-07,new.txt,,4,,#N/A,,,,,bch-BCH_2021_04_20-m.txt
nfa,nfa,Dhao,Dhao,,ebible.org,Dhao Alkitab,Genesis and the New Testament in the Dhao language of Indonesia,True,Copyright © 2012 Unit Bahasa dan Budaya,2022-03-11,http://ebible.org/nfa/,1,50,1422,27,260,7662,0,0,0,NFAUBB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nfa2012eb,,ltr,True,DejaVu Serif,Dhao Bible,978-1-5313-0781-3,Latin,2020-10-09,nfa,C:\ebible_data\projects\nfa\copr.htm,Dhao,,Dhao Alkitab,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,Unit Bahasa dan Budaya,copyright © 2012,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nfa--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nfa,2025-05-01,C:\ebible_data\corpus\nfa.txt,2025-05-01,2025-05-10,nfa-nfa.txt,,4,,3038,,,,,bor-bor.txt
ngp,ngp,Nguu,Nguu,,ebible.org,Ndagano mp'ya kwa wanth'u wose,The New Testament in the Nguu language of Tanzania,True,Copyright © 2014 The Word for the World and Pioneer Bible Translators,2018-02-06,http://ebible.org/ngp/,0,0,0,27,260,7958,0,0,0,NGPTWF,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ngp2014eb,,ltr,True,Gentium,Nguu New Testament,,Latin,2018-02-07,ngp,C:\ebible_data\projects\ngp\copr.htm,Nguu,,Ndagano mp'ya kwa wanth'u wose,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,The Word for the World and Pioneer Bible Translators,copyright © 2014,Translation by: Pioneer Bible Translators,2025-05-01,C:\ebible_data\downloads\ngp--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ngp,2025-05-01,C:\ebible_data\corpus\ngp.txt,2025-05-01,2025-05-10,ngp-ngp.txt,,4,,#N/A,,,,,en-LIMEngbt_2021_08_13.txt
ngu,nguNT,"Nahuatl, Guerrero","Nahuatl, Guerrero",,ebible.org,In yencuic iyectlajtoltzin Dios itech ica toTeco Jesucristo,"New Testament in Nahuatl, Guerrero (MX:ngu:Nahuatl, Guerrero)",True,"Copyright © 1987 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nguNT/,0,0,0,27,260,7933,0,0,0,NGUTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ngu1987eb,,ltr,True,Gentium,Guerrero Nahuatl NT,978-1-5313-0475-1,Latin,2014-04-30,nguNT,C:\ebible_data\projects\nguNT\copr.htm,"Nahuatl, Guerrero",,In yencuic iyectlajtoltzin Dios itech ica toTeco Jesucristo,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1987,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nguNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nguNT,2025-05-01,C:\ebible_data\corpus\nguNT.txt,2025-05-01,2025-05-10,ngu-nguNT.txt,,4,,3073,,,,,en-LIMEngbt_2024_03_28.txt
nhe,nheBl,"Nahuatl, Huasteca Oriental","Nahuatl, Huasteca Oriental",Huasteca Oriental,ebible.org,Itlajtol toteco: Santa Biblia,"Bible without Deuterocanon in Nahuatl,  Huasteca Oriental (MX:nheBI:Nahuatl, Huasteca Oriental)",True,"Copyright © 2005 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nheBl/,39,929,22861,27,260,7952,0,0,0,NHETBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhe2005eb,,ltr,True,Gentium Plus,Huasteca Oriental Nahuatl Bible 2005,978-1-5313-0476-8,Latin,2014-04-30,nheBl,C:\ebible_data\projects\nheBl\copr.htm,"Nahuatl, Huasteca Oriental",Huasteca Oriental,Itlajtol toteco: Santa Biblia,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2005,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nheBl--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nheBl,2025-05-01,C:\ebible_data\corpus\nheBl.txt,2025-05-01,2025-05-10,nhe-nheBl.txt,,4,,#N/A,,,,,anp-Ang_BLEND_MT_AI.txt
nhe,nheNT,"Nahuatl,  Huasteca Oriental","Nahuatl,  Huasteca Oriental",Huasteca Oriental,ebible.org,Ya ni nopa yancuic tlajtoli tlen toteco toca mocajtoc; El Nuevo Testamento de nuestro Señor Jesucristo en el náhuatl de la Huasteca Oriental,"New Testament in Nahuatl,  Huasteca Oriental (MX:nhe:Nahuatl,  Huasteca Oriental)",True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nheNT/,0,0,0,27,260,7952,0,0,0,NHEWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhe2009eb,,ltr,True,Gentium,Huasteca Oriental Nahuatl NT 2009,978-1-5313-0477-5,Latin,2014-04-30,nheNT,C:\ebible_data\projects\nheNT\copr.htm,"Nahuatl,  Huasteca Oriental",Huasteca Oriental,Ya ni nopa yancuic tlajtoli tlen toteco toca mocajtoc; El Nuevo Testamento de nuestro Señor Jesucristo en el náhuatl de la Huasteca Oriental,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nheNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nheNT,2025-05-01,C:\ebible_data\corpus\nheNT.txt,2025-05-01,2025-05-10,nhe-nheNT.txt,,4,,3075,,,,,en-LIMEngbt.txt
nhg,nhgNT,"Nahuatl, Tetelcingo","Nahuatl, Tetelcingo",,ebible.org,El Nuevo Testamento en nahuatl de Tetelcingo,"New Testament in Nahuatl, Tetelcingo (MX:nhg:Nahuatl, Tetelcingo)",True,"Copyright © 1980 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nhgNT/,0,0,0,27,260,7927,0,0,0,NHGWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhg1980eb,,ltr,True,Gentium,Tetelcingo Nahuatl NT,978-1-5313-0478-2,Latin,2014-05-01,nhgNT,C:\ebible_data\projects\nhgNT\copr.htm,"Nahuatl, Tetelcingo",,El Nuevo Testamento en nahuatl de Tetelcingo,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1980,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nhgNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nhgNT,2025-05-01,C:\ebible_data\corpus\nhgNT.txt,2025-05-01,2025-05-10,nhg-nhgNT.txt,,4,,3076,,,,,en-LOC.txt
nhi,nhiNT,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla","Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",,ebible.org,In Yancuic Tlahtolsintilil,"New Testament in Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla (MX:nhi:Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla)",True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nhiNT/,0,0,0,27,260,7959,0,0,0,NHIWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhi2012eb,,ltr,True,Gentium,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl NT,978-1-5313-0479-9,Latin,2014-05-01,nhiNT,C:\ebible_data\projects\nhiNT\copr.htm,"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",,In Yancuic Tlahtolsintilil,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nhiNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nhiNT,2025-05-01,C:\ebible_data\corpus\nhiNT.txt,2025-05-01,2025-05-10,nhi-nhiNT.txt,,4,,3077,,,,,en-LOCUK.txt
nho,nho,Takuu,Takuu,,png.bible,Na Taratara TeAtua i naa taratara Takuu,"The New Testament in the Takuu language of North Solomons Province, Papua New Guinea",True,"Copyright © 2009 Translation Committee of Takuu, Mortlock Community",2022-04-15,http://png.bible/nho/,0,0,0,27,260,7929,0,0,0,NHOTCT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nho2009eb,,ltr,True,DejaVu Serif,Takuu NT,978-1-5313-0772-1,Latin,2022-04-18,nho,C:\ebible_data\projects\nho\copr.htm,Takuu,,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,Language:,"Copyright © 2009 Translation Committee of Takuu, Mortlock Community","Translation by: Translation Committee of Takuu, Mortlock Community",2025-05-01,C:\ebible_data\downloads\nho--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nho,2025-05-01,C:\ebible_data\corpus\nho.txt,2025-05-01,2025-05-10,nho-nho.txt,,4,,3078,,,,,en-Lpb_2023_05_24.txt
nhr,nhr,Naro,Naro,,ebible.org,Ka̱bas Qae-xg'ae sa,The New Testament in the Naro language of Botswana,True,Copyright © 2012 The Bible Society of Botswana,2016-08-30,http://ebible.org/nhr/,0,0,0,27,260,7934,0,0,0,NHRBSB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhr2012eb,,ltr,True,Gentium,Naro NT,978-1-5313-0480-5,Latin,2020-10-09,nhr,C:\ebible_data\projects\nhr\copr.htm,Naro,,Ka̱bas Qae-xg'ae sa,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,The Bible Society of Botswana,copyright © 2012,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nhr--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nhr,2025-05-01,C:\ebible_data\corpus\nhr.txt,2025-05-01,2025-05-10,nhr-nhr.txt,,4,,#N/A,,,,,en-Lpb_2023_05_31.txt
nhu,nhuNT,Noone,Noone,,ebible.org,Ŋwa' Nyo' Moŋkan mo Monfɛm,New Testament in Noone (CM:nhu:Noone),True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nhuNT/,0,0,0,27,260,7951,0,0,0,NHUWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhu2011eb,,ltr,True,Gentium,Noone NT,978-1-5313-0481-2,Latin,2014-05-01,nhuNT,C:\ebible_data\projects\nhuNT\copr.htm,Noone,,Ŋwa' Nyo' Moŋkan mo Monfɛm,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nhuNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nhuNT,2025-05-01,C:\ebible_data\corpus\nhuNT.txt,2025-05-01,2025-05-10,nhu-nhuNT.txt,,4,,3082,,,,,en-LSV.txt
nhw,nhwBl,"Nahuatl,  Huasteca Occidental","Nahuatl,  Huasteca Occidental",,ebible.org,Icamanal toteco; Santa Bíblia,"Bible without Deuterocanon in Nahuatl,  Huasteca Occidental (MX:nhw:Nahuatl,  Huasteca Occidental)",True,"Copyright © 2005 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nhwBl/,39,929,22861,27,260,7952,0,0,0,NHWTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhw2005eb,,ltr,True,Gentium Plus,Huasteca Occidental Nahuatl Bible,978-1-5313-0482-9,Latin,2014-04-30,nhwBl,C:\ebible_data\projects\nhwBl\copr.htm,"Nahuatl,  Huasteca Occidental",,Icamanal toteco; Santa Bíblia,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2005,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nhwBl--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nhwBl,2025-05-01,C:\ebible_data\corpus\nhwBl.txt,2025-05-01,2025-05-10,nhw-nhwBl.txt,,4,,#N/A,,,,,anp-Ang_Blend_NT_OT.txt
nhx,nhx,"Nahuatl, Isthmus-Mecayapan","Nahuatl, Isthmus-Mecayapan",,ebible.org,Itájto̱l toTe̱ko ipan melaꞌtájto̱l,"Nahuatl, Isthmus-Mecayapan: Itájto̱l toTe̱ko ipan melaꞌtájto̱l New Testament",False,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2020-11-18,http://ebible.org/nhx/,0,0,0,27,260,7956,0,0,0,NHXWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nhx2016eb,6407,ltr,True,DejaVu Serif,"Nahuatl, Isthmus-Mecayapan: Itájto̱l toTe̱ko ipan melaꞌtájto̱l New Testament",,Latin,2020-11-19,nhx,C:\ebible_data\private_projects\nhx\copr.htm,"Nahuatl, Isthmus-Mecayapan",,Itájto̱l toTe̱ko ipan melaꞌtájto̱l,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-04-30,C:\ebible_data\downloads\nhx--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\nhx,2025-04-30,C:\ebible_data\private_corpus\nhx.txt,2025-04-30,2025-05-07,nhx.txt,,4,,#N/A,,,,,ckb-OKSS.txt
nhy,nhyNT,"Nahuatl, Northern Oaxaca","Nahuatl, Northern Oaxaca",,ebible.org,Itlajtol totajtzin Dios = El Nuevo Testamento,"New Testament in Nahuatl, Northern Oaxaca (MX:nhy:Nahuatl, Northern Oaxaca)",True,"Copyright © 2006 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nhyNT/,0,0,0,27,260,7951,0,0,0,NHYTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nhy2006eb,,ltr,True,Gentium,Northern Oaxaca Nahuatl NT,978-1-5313-0483-6,Latin,2014-05-01,nhyNT,C:\ebible_data\projects\nhyNT\copr.htm,"Nahuatl, Northern Oaxaca",,Itlajtol totajtzin Dios = El Nuevo Testamento,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2006,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nhyNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nhyNT,2025-05-01,C:\ebible_data\corpus\nhyNT.txt,2025-05-01,2025-05-10,nhy-nhyNT.txt,,4,,3096,,,,,en-LUCI_2024_10_07.txt
nif,nif,Nek,Nek,,png.bible,Nek Bible,"Matthew, Mark, Luk, and John in the Nek Language of Papua New Guinea",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2016-08-30,http://png.bible/nif/,0,0,0,4,89,3714,0,0,0,NIFWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nif2011eb,,ltr,True,Andika,Nek NT,978-1-5313-0484-3,Latin,2020-10-09,nif,C:\ebible_data\projects\nif\copr.htm,Nek,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nif--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nif,2025-05-01,C:\ebible_data\corpus\nif.txt,2025-05-01,2025-05-10,nif-nif.txt,,1,,3098,,,,,en-LUCI_2025_01_23.txt
nii,nii,Nii,Nii,Central Wahgi,png.bible,Gos Nge Ek Ka Ei Sinim Kin Ngołum,The New Testament in the Nii Language of Papua New Guinea,True,"Copyright © 1980 Wycliffe Bible Translators, Inc.",2018-04-23,http://png.bible/nii/,0,0,0,27,260,7795,0,0,0,NIITBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nii1980eb,3209,ltr,True,Andika,Nii NT,978-1-5313-0485-0,Latin,2020-10-09,nii,C:\ebible_data\projects\nii\copr.htm,Nii,Central Wahgi,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1980,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nii--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nii,2025-05-01,C:\ebible_data\corpus\nii.txt,2025-05-01,2025-05-10,nii-nii.txt,,4,,3101,,,,,en-LUCI_2025_02_05.txt
nin,ninNT,Ninzo,Ninzo,,ebible.org,Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka,New Testament in Ninzo (NI:nin:Ninzo),True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2019-08-09,http://ebible.org/ninNT/,0,0,0,27,260,7956,0,0,0,NINWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nin2011eb,,ltr,True,Gentium,Ninzo NT,978-1-5313-0486-7,Latin,2014-05-01,ninNT,C:\ebible_data\projects\ninNT\copr.htm,Ninzo,,Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\ninNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ninNT,2025-05-01,C:\ebible_data\corpus\ninNT.txt,2025-05-01,2025-05-10,nin-ninNT.txt,,4,,#N/A,,,,,en-Macula_names_HOS_JOL_AMO_MIC.txt
niy,niy,Ndrǔna,Ngiti,,ebible.org,Ungbòta-Ɔwʉ́tá Tɔ́ Bhǔkù,Ndrǔna: Ungbòta-Ɔwʉ́tá Tɔ́ Bhǔkù New Testament,False,"Copyright © 2015 Wycliffe Bible Translators, Inc.",2020-11-19,http://ebible.org/niy/,0,0,0,27,260,7959,0,0,0,NIYWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,niy2015eb,,ltr,True,DejaVu Serif,Ndrǔna NT,,Latin,2020-11-20,niy,C:\ebible_data\private_projects\niy\copr.htm,Ndrǔna (Ngiti),,Ungbòta-Ɔwʉ́tá Tɔ́ Bhǔkù,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2015,,2025-04-30,C:\ebible_data\downloads\niy--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\niy,2025-04-30,C:\ebible_data\private_corpus\niy.txt,2025-04-30,2025-05-07,niy.txt,,4,,#N/A,,,,,ckb-OpenBible_Kurdi_Sorani_Latn.txt
nko,nkoNT,Nkonya,Nkonya,,,Bulu ntam pɔpwɛ; Nkonya,New Testament in Nkonya (GH:nko:Nkonya),True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2024-02-21,http:///nkoNT/,0,0,0,27,260,7878,0,0,0,NKONTW,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nkoNTeb,,ltr,True,Gentium,New Testament in Nkonya (GH:nko:Nkonya),,Latin,2014-05-01,nkoNT,C:\ebible_data\projects\nkoNT\copr.htm,Nkonya,,Bulu ntam pɔpwɛ; Nkonya,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nkoNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nkoNT,2025-05-01,C:\ebible_data\corpus\nkoNT.txt,2025-05-01,2025-05-10,nko-nkoNT.txt,,4,,3103,,,,,en-Major-glosses_en_id.txt
